[ 2016-09-03T11:21:17+08:00 ] /hz/ | ERR: (ThinkException) Access denied for user 'root'@'localhost' (using password: YES)
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Tag[ view_filter ] --START--
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Tag[ view_end ] --START--
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:34+08:00 ] /hz/index.php?a=menu&m=public&tag=4 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:35+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ app_begin ] --START--
[ 2016-09-03T15:18:35+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:35+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run CheckLang Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:35+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_items_cate` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_user` [ RunTime:0.007000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_user_info` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_user_msg` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_seo` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_role` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SELECT `name`,`status`,`remark`,`create_time`,`update_time` FROM `sk_role` WHERE id=8 LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_group` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SELECT `id`,`title` FROM `sk_group` WHERE status=1 ORDER BY sort ASC  [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_setting` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SELECT * FROM `sk_setting`  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | NOTIC: [8] Undefined index: iframe baseAction.class.php 第 66 行.
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SELECT `role_id` FROM `sk_admin` WHERE id=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_access` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SELECT `node_id` FROM `sk_access` WHERE role_id=8  [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SHOW COLUMNS FROM `sk_node` [ RunTime:0.002001s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | SQL: SELECT `id`,`action`,`action_name`,`module`,`module_name`,`data` FROM `sk_node` WHERE auth_type<>2 AND status=1 AND is_show=0 AND group_id=34 ORDER BY sort DESC  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_template ] --START--
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_parse ] --START--
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | NOTIC: [8] Undefined variable: lang 7cb575b33561d89a8912b1581f6b6fb7.php 第 1 行.
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run ParseTemplate Behavior [ RunTime:0.004000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_filter ] --START--
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_end ] --START--
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:36+08:00 ] /hz/index.php?a=menu&m=public&tag=34 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:37+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ app_begin ] --START--
[ 2016-09-03T15:18:37+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001001s ]
[ 2016-09-03T15:18:37+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run CheckLang Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:37+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001001s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_items_cate` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_user` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_user_info` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_user_msg` [ RunTime:0.002001s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_seo` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_role` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SELECT `name`,`status`,`remark`,`create_time`,`update_time` FROM `sk_role` WHERE id=8 LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_group` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SELECT `id`,`title` FROM `sk_group` WHERE status=1 ORDER BY sort ASC  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_setting` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SELECT * FROM `sk_setting`  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | NOTIC: [8] Undefined index: iframe baseAction.class.php 第 66 行.
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SELECT `role_id` FROM `sk_admin` WHERE id=1 LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_access` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SELECT `node_id` FROM `sk_access` WHERE role_id=8  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SHOW COLUMNS FROM `sk_node` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | SQL: SELECT `id`,`action`,`action_name`,`module`,`module_name`,`data` FROM `sk_node` WHERE auth_type<>2 AND status=1 AND is_show=0 AND group_id=37 ORDER BY sort DESC  [ RunTime:0.001001s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_template ] --START--
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_parse ] --START--
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | NOTIC: [8] Undefined variable: lang 7cb575b33561d89a8912b1581f6b6fb7.php 第 1 行.
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run ParseTemplate Behavior [ RunTime:0.005000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_filter ] --START--
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_end ] --START--
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:38+08:00 ] /hz/index.php?a=menu&m=public&tag=37 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:39+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ app_begin ] --START--
[ 2016-09-03T15:18:39+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:39+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run CheckLang Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:39+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_items_cate` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_user` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_user_info` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_user_msg` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_seo` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_role` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SELECT `name`,`status`,`remark`,`create_time`,`update_time` FROM `sk_role` WHERE id=8 LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_group` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SELECT `id`,`title` FROM `sk_group` WHERE status=1 ORDER BY sort ASC  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_setting` [ RunTime:0.002001s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SELECT * FROM `sk_setting`  [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | NOTIC: [8] Undefined index: iframe baseAction.class.php 第 66 行.
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SELECT `role_id` FROM `sk_admin` WHERE id=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_access` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SELECT `node_id` FROM `sk_access` WHERE role_id=8  [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SHOW COLUMNS FROM `sk_node` [ RunTime:0.005000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | SQL: SELECT `id`,`action`,`action_name`,`module`,`module_name`,`data` FROM `sk_node` WHERE auth_type<>2 AND status=1 AND is_show=0 AND group_id=6 ORDER BY sort DESC  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | NOTIC: [8] Undefined offset: 1 publicAction.class.php 第 26 行.
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_template ] --START--
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_parse ] --START--
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | NOTIC: [8] Undefined variable: lang 7cb575b33561d89a8912b1581f6b6fb7.php 第 1 行.
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | NOTIC: [8] Undefined variable: lang 7cb575b33561d89a8912b1581f6b6fb7.php 第 1 行.
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | NOTIC: [8] Undefined variable: lang 7cb575b33561d89a8912b1581f6b6fb7.php 第 1 行.
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run ParseTemplate Behavior [ RunTime:0.005001s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005001s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_filter ] --START--
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_end ] --START--
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:40+08:00 ] /hz/index.php?a=menu&m=public&tag=6 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:41+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ app_begin ] --START--
[ 2016-09-03T15:18:41+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:41+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run CheckLang Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:41+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.002001s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_items_cate` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_user` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_user_info` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_user_msg` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_seo` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_role` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SELECT `name`,`status`,`remark`,`create_time`,`update_time` FROM `sk_role` WHERE id=8 LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_group` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SELECT `id`,`title` FROM `sk_group` WHERE status=1 ORDER BY sort ASC  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_setting` [ RunTime:0.002001s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SELECT * FROM `sk_setting`  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | NOTIC: [8] Undefined index: iframe baseAction.class.php 第 66 行.
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_admin` [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SELECT `role_id` FROM `sk_admin` WHERE id=1 LIMIT 1   [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_access` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SELECT `node_id` FROM `sk_access` WHERE role_id=8  [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SHOW COLUMNS FROM `sk_node` [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | SQL: SELECT `id`,`action`,`action_name`,`module`,`module_name`,`data` FROM `sk_node` WHERE auth_type<>2 AND status=1 AND is_show=0 AND group_id=9 ORDER BY sort DESC  [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_template ] --START--
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_parse ] --START--
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | NOTIC: [8] Undefined variable: lang 7cb575b33561d89a8912b1581f6b6fb7.php 第 1 行.
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run ParseTemplate Behavior [ RunTime:0.004000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_filter ] --START--
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Tag[ view_end ] --START--
[ 2016-09-03T15:18:42+08:00 ] /hz/index.php?a=menu&m=public&tag=9 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
